"Open","High","Low","Close","Contact","Open.Int","Rtn..1.Day","Rtn..1.Day.1","Rtn..2.Day","Date","Rtn..1.Day.Table","X","X.1","X.2","X.3","sma20","ema14","dn","mavg","up","pctB","rsi14","macd","signal"
1339,1340,1330,1334.55,440,665600,"0.26%","1.23%","0.93%","12/12/2000","","","","","",1268.82,1290.71569290734,1199.2220589385,1268.82,1338.4179410615,0.972212245057064,71.8473970314324,2.18245488085771,1.09295025385354
1338.6,1357,1338.6,1351,386,675200,"1.23%","-0.30%","-2.63%","12/13/2000","","","","","",1273.89,1298.75360051969,1196.31498727038,1273.89,1351.46501272962,0.997002818863619,74.7385848370964,2.51337695852067,1.28484971672012
1359,1365.9,1345,1347,558,702000,"-0.30%","-2.34%","-1.92%","12/14/2000","","","","","",1279.41,1305.18645378373,1197.63649206497,1279.41,1361.18350793503,0.913275654345801,72.7812899180821,2.75690948185443,1.50928462033144
1343.95,1345,1311,1315.45,882,639600,"-2.34%","0.43%","-0.38%","12/15/2000","","","","","",1283.19,1306.55492661257,1202.09418876415,1283.19,1364.28581123585,0.698900532027358,59.5371566042167,2.94786259188307,1.75349977729373
1307,1323,1301.55,1321.1,612,644400,"0.43%","-0.80%","-1.79%","12/18/2000","","","","","",1287.1975,1308.49426973089,1206.9299444436,1287.1975,1367.4650555564,0.711184330736084,60.9090299264394,3.04316501219377,2.0105360469565
1320,1326,1308,1310.5,796,738000,"-0.80%","-0.99%","-2.59%","12/19/2000","","","","","",1290.78,1308.76170043344,1213.10987446901,1290.78,1368.45012553099,0.626947136142656,57.0041625917495,2.92347213789483,2.25085277147781
1301,1304,1287.5,1297.5,488,716800,"-0.99%","-1.61%","-4.22%","12/20/2000","","","","","",1294.5,1307.26014037565,1223.29459290194,1294.5,1365.70540709806,0.52106581594196,52.5542203985693,2.87471543971225,2.47107024947784
1277,1286,1261,1276.55,622,685600,"-1.61%","-2.64%","-5.16%","12/21/2000","","","","","",1297.475,1303.16545499223,1235.02864302059,1297.475,1359.92135697941,0.332456199111029,46.283729977152,2.70028199368841,2.63236948105104
1288,1291.5,1240,1242.8,814,611600,"-2.64%","-2.58%","-1.42%","12/22/2000","","","","","",1298.2625,1295.11672765993,1239.07633713232,1298.2625,1357.44866286768,0.0314572079626816,38.3461197668864,2.30212890142849,2.69381859978152
1245,1245,1210,1210.7,512,598000,"-2.58%","1.19%","2.95%","12/26/2000","","","","","",1296.055,1283.86116397194,1227.93731580566,1296.055,1364.17268419434,-0.126525996953157,32.6166244488932,1.79018264189297,2.6502327954521
1218.9,1237,1218.9,1225.15,276,589200,"1.19%","1.74%","3.39%","12/27/2000","","","","","",1293.735,1276.03300877568,1219.54676575764,1293.735,1367.92323424236,0.0377636312522256,37.1678109554227,1.24162529667056,2.50892705524653
1243.9,1248.6,1237,1246.45,244,582000,"1.74%","1.62%","0.28%","12/28/2000","","","","","",1292.7725,1272.08860760559,1216.67933029995,1292.7725,1368.86566970005,0.195619855352326,43.2522046006237,0.667997408555254,2.27682571376885
1253,1268,1246,1266.65,804,482800,"1.62%","-1.31%","0.42%","12/29/2000","","","","","",1292.635,1271.36345992485,1216.36366134648,1292.635,1368.90633865352,0.329654228844451,48.3594039415323,0.0955534304805772,1.95990247361301
1266,1276.95,1240,1250,1826,616800,"-1.31%","1.76%","3.40%","01/01/2001","","","","","",1291,1268.51499860153,1212.57531001018,1291,1369.42468998982,0.23860272826504,44.781871305123,-0.65858071600593,1.54859739270193
1256.4,1277.95,1250,1271.95,1180,700400,"1.76%","1.62%","3.38%","01/02/2001","","","","","",1290.515,1268.972998788,1211.74579853141,1290.515,1369.28420146859,0.382155717882948,50.0301367892529,-1.27830706186767,1.08173303717277
1260,1295.9,1260,1292.55,1966,655200,"1.62%","1.74%","2.99%","01/03/2001","","","","","",1290.6125,1272.1165989496,1211.8382918161,1290.6125,1369.3867081839,0.512297806887991,54.4096368978722,-1.5377177508214,0.591462682669029
1329.9,1330,1311,1315,1248,640400,"1.74%","1.24%","-0.23%","01/04/2001","","","","","",1291.305,1277.83438575632,1211.93120142642,1291.305,1370.67879857358,0.649262101762922,58.661727528673,-1.70479125705231,0.102010099253394
1255,1333,1255,1331.25,768,667600,"1.24%","-1.45%","-1.36%","01/05/2001","","","","","",1292.7075,1284.95646765547,1211.5708604652,1292.7075,1373.8441395348,0.737515999066421,61.4634432833422,-1.76277971246234,-0.349646413401143
1322,1334.25,1305,1311.95,788,675200,"-1.45%","0.09%","-1.78%","01/08/2001","","","","","",1292.46,1288.55560530141,1211.59029862798,1292.46,1373.32970137202,0.620502485290141,56.5603260202819,-1.7939811372752,-0.747886833308717
1321,1323,1308,1313.1,944,692000,"0.09%","-1.87%","-2.60%","01/09/2001","","","","","",1291.56,1291.82819126122,1212.0410676631,1291.56,1371.0789323369,0.635439444211485,56.7815589169588,-1.64738816687363,-1.06888832925807
1319.9,1324,1285.25,1288.6,2324,838800,"-1.87%","-0.74%","-0.28%","01/10/2001","","","","","",1289.2625,1291.39776575973,1212.2282811424,1289.2625,1366.2967188576,0.49569996288776,50.8409650615566,-1.37290724415958,-1.29565551289305
1294.25,1296.5,1277,1279,772,840400,"-0.74%","0.47%","0.53%","01/11/2001","","","","","",1285.6625,1289.7447303251,1213.96040187868,1285.6625,1357.36459812132,0.453540411127673,48.6913334018157,-0.899152034923034,-1.40617834238234
1290,1302,1281.15,1285.05,2244,660400,"0.47%","0.06%","0.40%","01/12/2001","","","","","",1282.565,1289.11876628175,1216.60720970954,1282.565,1348.52279029046,0.518837805125496,50.1226075588702,-0.465858283744658,-1.38476473879776
1294.95,1294.95,1279.15,1285.8,520,658400,"0.06%","0.34%","0.91%","01/15/2001","","","","","",1281.0825,1288.67626411085,1216.83728792159,1281.0825,1345.32771207841,0.536714798250197,50.3076673455887,-0.160729061470177,-1.26058940542026
1283,1304.95,1280,1290.15,998,698000,"0.34%","0.57%","1.40%","01/16/2001","","","","","",1279.535,1288.8727622294,1217.77714948689,1279.535,1341.29285051311,0.585940491061508,51.4332060369712,0.0703563564338427,-1.08191450461412
1300,1312,1295.3,1297.5,926,698800,"0.57%","0.82%","2.55%","01/17/2001","","","","","",1278.885,1290.02306059882,1218.17977699571,1278.885,1339.59022300429,0.653322886225837,53.3556464563645,0.47724340158477,-0.839466209210001
1302,1310,1298,1308.15,532,696000,"0.82%","1.72%","3.08%","01/18/2001","","","","","",1279.4175,1292.43998585231,1217.88722879143,1279.4175,1340.94777120857,0.733482637372146,56.0691477574492,0.790266092867564,-0.555794453062234
1318,1337,1311,1330.6,1932,740400,"1.72%","1.35%","1.82%","01/19/2001","","","","","",1282.12,1297.52798773867,1216.70558721505,1282.12,1347.53441278495,0.870560538083382,61.1939990353398,1.09764103788366,-0.234503100266805
1339.95,1351,1334,1348.5,668,748400,"1.35%","0.47%","1.32%","01/22/2001","","","","","",1287.405,1304.32425604018,1218.56192554803,1287.405,1356.24807445197,0.943726551191588,64.7272340370802,1.30970498130023,0.0940628050858458
1351.9,1361,1350.25,1354.8,548,733600,"0.47%","0.85%","0.99%","01/23/2001","","","","","",1294.61,1311.05435523482,1229.3152329815,1294.61,1359.9047670185,0.960909830514808,65.903893062274,1.34296632872697,0.395826535406574
1367,1368.9,1360,1366.35,350,722000,"0.85%","0.14%","-1.66%","01/24/2001","","","","","",1301.67,1318.42710787018,1237.41722262812,1301.67,1365.92277737188,1.00332454600095,68.0107784148318,1.55730044111606,0.668765699410918
1365,1371.9,1356,1368.25,664,630000,"0.14%","-1.80%","0.98%","01/25/2001","","","","","",1307.76,1325.07016015415,1242.51586922949,1307.76,1373.00413077051,0.963566601973471,68.3571703110503,1.7380863593166,0.913648437528836
1341,1357,1320,1343.65,1596,687200,"-1.80%","2.82%","2.20%","01/29/2001","","","","","",1311.61,1327.5474721336,1247.44522305813,1311.61,1375.77477694187,0.74966969049878,59.3902126208781,1.95269110745142,1.14847290074235
1350,1389.95,1350,1381.6,2258,699600,"2.82%","-0.61%","-1.52%","01/30/2001","","","","","",1318.19,1334.75447584912,1253.6571045125,1318.19,1382.7228954875,0.991299820974924,66.656788704223,2.29345970311583,1.39548438370701
1388,1397,1371.6,1373.2,1134,698800,"-0.61%","-0.92%","0.63%","01/31/2001","","","","","",1323.2525,1339.8805457359,1258.14050820893,1323.2525,1388.36449179107,0.883550699541436,63.9299728003308,2.46319414465586,1.61614557738158
1365,1377,1348.15,1360.55,1546,826800,"-0.92%","1.56%","1.68%","02/01/2001","","","","","",1326.6525,1342.63647297112,1261.20768756234,1326.6525,1392.09731243766,0.758977745809046,59.9524361561514,2.48788840709817,1.80477027896276
1363,1387,1361,1381.8,1150,890800,"1.56%","0.11%","0.63%","02/02/2001","","","","","",1329.9925,1347.85827657497,1260.56992244053,1329.9925,1399.41507755947,0.873131492817472,64.0039523576636,2.59894273530856,1.97158157867663
1380,1396,1376.45,1383.35,670,873200,"0.11%","0.51%","-0.67%","02/05/2001","","","","","",1332.5975,1352.59050636497,1259.37565575254,1332.5975,1405.81934424746,0.846566660001583,64.2877547681701,2.73143616735045,2.12955171045999
1390,1398,1387,1390.45,632,905600,"0.51%","-1.18%","0.38%","02/06/2001","","","","","",1336.5225,1357.63843884964,1259.81569146907,1336.5225,1413.22930853092,0.851517036315355,65.6247162270117,2.87964045794855,2.3002932803735
1392,1392,1372,1374.05,644,869200,"-1.18%","1.58%","2.30%","02/07/2001","","","","","",1339.57,1359.82664700302,1261.98955529903,1339.57,1417.15044470097,0.722220948416204,60.0339794228946,2.78295193759048,2.43647677998177
1370,1397,1365.25,1395.75,706,894000,"1.58%","0.71%","0.64%","02/08/2001","","","","","",1344.9275,1364.61642740262,1267.36742989302,1344.9275,1422.48757010698,0.827633148925073,64.360455644364,2.71138480427422,2.54462105164373
1403,1418,1400,1405.7,986,918400,"0.71%","-0.07%","-0.88%","02/09/2001","","","","","",1351.2625,1370.09423708227,1275.60268322121,1351.2625,1426.92231677879,0.859751730295368,66.1689095350954,2.69436273841948,2.62702901064018
1414.95,1419.5,1400,1404.7,526,928400,"-0.07%","-0.80%","-0.66%","02/12/2001","","","","","",1357.245,1374.70833880463,1284.61208115462,1357.245,1429.87791884538,0.826676944520292,65.8074895006223,2.66854247338515,2.66870487400344
1410,1414,1390.2,1393.4,818,898000,"-0.80%","0.15%","1.89%","02/13/2001","","","","","",1362.625,1377.20056029735,1296.29007330222,1362.625,1428.95992669778,0.731966789834634,61.7059365680216,2.64193511537585,2.68856498186121
1392,1398.85,1384.75,1395.45,562,892400,"0.15%","1.74%","-0.63%","02/14/2001","","","","","",1367.89,1379.63381892437,1309.11574883506,1367.89,1426.66425116494,0.734456411215308,62.1666259185645,2.71751259514619,2.71407878053321
1399.1,1421,1398.55,1419.7,1248,960400,"1.74%","-2.33%","-2.31%","02/15/2001","","","","","",1374,1384.97597640112,1320.60534670962,1374,1427.39465329038,0.92794547004047,67.1943148387615,2.64097225575495,2.71874872724948
1425,1425,1375,1386.6,1212,879600,"-2.33%","0.03%","-0.08%","02/16/2001","","","","","",1377.9225,1385.19251288097,1333.71896535626,1377.9225,1422.12603464374,0.598153915404473,56.2134933100579,2.43829092560544,2.68617703372226
1392,1392,1372.25,1386.95,906,843200,"0.03%","-0.11%","-1.17%","02/19/2001","","","","","",1380.74,1385.42684449684,1342.13152165651,1380.74,1419.34847834349,0.58042274995599,56.2948250194847,2.2875452470746,2.62038867695848
1385,1394.8,1383.1,1385.45,806,806000,"-0.11%","-1.06%","-2.27%","02/20/2001","","","","","",1382.5875,1385.42993189726,1346.9011598262,1382.5875,1418.2738401738,0.540106382246809,55.8163175943544,2.02062938490586,2.53568617110464
1379.9,1386,1366,1370.75,1002,687200,"-1.06%","-1.22%","-3.80%","02/21/2001","","","","","",1383.385,1383.47260764429,1349.55354865661,1383.385,1417.21645134339,0.313265474901517,51.2213545200155,1.70047531561295,2.42336289458672
1364.05,1367,1339,1354,1870,353200,"-1.22%","-2.61%","-2.63%","02/22/2001","","","","","",1382.7675,1379.54292662506,1347.3034439009,1382.7675,1418.2315560991,0.0944132853893815,46.5217722623135,1.29692593501349,2.26809213865272
1359.05,1370,1315,1318.65,5166,1263200,"-2.61%","-0.02%","-1.05%","02/23/2001","","","","","",1380.2875,1371.42386974171,1335.41928324248,1380.2875,1425.15571675752,-0.186872628938012,38.4945278894843,0.900490624696393,2.07164193324286
1331,1332,1305,1318.4,2520,1120800,"-0.02%","-1.03%","2.76%","02/26/2001","","","","","",1379.025,1364.35402044282,1328.98169375431,1379.025,1429.06830624569,-0.105725366169429,38.4440066321016,0.401973515555731,1.82275731104062
1323,1333,1293,1304.8,1508,1012800,"-1.03%","3.84%","4.75%","02/27/2001","","","","","",1375.185,1356.41348438378,1315.63758947696,1375.185,1434.73241052304,-0.0909996705294285,35.6991679218965,-0.13834041039974,1.50544031042441
1300,1365,1300,1354.85,3274,1154400,"3.84%","0.88%","-3.05%","02/28/2001","","","","","",1374.2675,1356.20501979927,1314.06416724342,1374.2675,1434.47083275658,0.338734010968218,49.8812062091067,-0.458887904645489,1.16101140371325
1360,1400.05,1355.25,1366.8,3044,1134800,"0.88%","-3.90%","-6.61%","03/01/2001","","","","","",1374.58,1357.61768382604,1314.60025842003,1374.58,1434.55974157997,0.435144768924796,52.5709739108706,-0.653865841674772,0.817438429571002
1372.1,1392,1310,1313.5,2720,995200,"-3.90%","-2.82%","-1.57%","03/02/2001","","","","","",1371.165,1351.73532598257,1305.69250119325,1371.165,1436.63749880675,0.0596242617056337,41.7964606857043,-1.00482192913649,0.451619854436437
1315,1316,1267,1276.5,2404,1063600,"-2.82%","1.28%","0.63%","03/05/2001","","","","","",1365.8225,1341.70394918489,1288.78305247472,1365.8225,1442.86194752528,-0.0797192403975387,36.2433185405978,-1.62225267253038,0.0468551813879663
1302.05,1315,1258,1292.85,2070,1046800,"1.28%","-0.64%","-3.03%","03/07/2001","","","","","",1360.9425,1335.19008929357,1278.58041360705,1360.9425,1443.30458639295,0.0866271546647754,40.0347207575392,-2.05378258917586,-0.37028458581079
1299.1,1304,1280,1284.55,806,1056000,"-0.64%","-2.41%","-6.28%","03/08/2001","","","","","",1356.4675,1328.43807738776,1267.94511709601,1356.4675,1444.98988290399,0.0937891771508032,38.7741662137572,-2.4120759195033,-0.782395902979322
1250.05,1262,1230.05,1253.65,962,1055600,"-2.41%","-3.97%","-12.26%","03/09/2001","","","","","",1349.3625,1318.46633373606,1252.20308010157,1349.3625,1446.52191989843,0.00744611227581182,34.4280411236382,-2.8909105685525,-1.2036627022292
1245,1255,1201,1203.85,720,1059600,"-3.97%","-8.63%","-2.99%","03/12/2001","","","","","",1339.27,1303.18415590459,1226.87554551047,1339.27,1451.66445448953,-0.102431857581593,28.8211015391771,-3.48734450566923,-1.63580914903197
1165,1184,1051,1100,2236,972000,"-8.63%","6.17%","7.55%","03/13/2001","","","","","",1324.035,1276.09293511731,1174.71017922328,1324.035,1473.35982077672,-0.250159949413196,21.1028813768045,-4.2864346949067,-2.09670851397719
1105,1175,1105,1167.9,900,992400,"6.17%","1.29%","0.17%","03/14/2001","","","","","",1312.76,1261.667210435,1152.43930077498,1312.76,1473.08069922502,0.0482180382812644,33.6196950468457,-4.63424732386366,-2.56063733833477
1157,1195,1155,1183,452,979600,"1.29%","-1.11%","-0.30%","03/15/2001","","","","","",1302.1375,1251.17824904367,1137.05757731102,1302.1375,1467.21742268898,0.139152060228242,36.0494840033445,-4.91185678555999,-3.0337474432109
1182,1200,1158.95,1169.9,790,1027600,"-1.11%","0.82%","-0.34%","03/16/2001","","","","","",1289.6475,1240.34114917118,1124.23727215722,1289.6475,1455.05772784278,0.138028731470527,34.8574093629338,-5.19881274120458,-3.49974642232958
1085,1185,1085,1179.5,332,1007600,"0.82%","-1.15%","0.81%","03/19/2001","","","","","",1279.2925,1232.22899594835,1113.52707454885,1279.2925,1445.05792545115,0.19899483041049,36.5141924977027,-5.71340593993381,-3.95431900759663
1160.05,1185,1155,1165.95,722,965600,"-1.15%","1.98%","0.55%","03/20/2001","","","","","",1268.2425,1223.39179648857,1103.19389117521,1268.2425,1433.29110882479,0.190114019353573,35.1551219728133,-6.33299902868946,-4.42978750087591
1158,1195,1143.1,1189.05,528,941600,"1.98%","-1.40%","-2.43%","03/21/2001","","","","","",1258.4225,1218.8128902901,1099.16772150026,1258.4225,1417.67727849974,0.28219648837691,39.3028114634079,-6.53471890903308,-4.887858944157
1190,1200,1171,1172.4,486,906800,"-1.40%","-1.05%","-1.03%","03/22/2001","","","","","",1248.505,1212.62450491808,1093.82747125067,1248.505,1403.18252874933,0.253988182332112,37.4437374050546,-6.59172544899693,-5.29906059753972
1200,1200,1135,1160.1,1544,770000,"-1.05%","0.02%","1.08%","03/23/2001","","","","","",1238.81,1205.62123759567,1087.52743127511,1238.81,1390.09256872489,0.239857669447901,36.0857842818561,-6.79665091176398,-5.66676130932802
1159,1164,1147.55,1160.3,174,703200,"0.02%","1.06%","3.09%","03/26/2001","","","","","",1230.8925,1199.57840591625,1080.58099919251,1230.8925,1381.20400080749,0.265179312225713,36.1263479203297,-6.88025431453649,-5.95496348928689
1158,1175,1158,1172.65,304,682400,"1.06%","2.00%","1.79%","03/27/2001","","","","","",1223.605,1195.98795179408,1076.88062608755,1223.605,1370.32937391245,0.326358093610251,38.7129510263515,-6.80747790048754,-6.19643355335621
1189,1200,1185,1196.1,540,684400,"2.00%","-0.21%","-3.98%","03/28/2001","","","","","",1218.17,1196.00289155487,1075.89328229819,1218.17,1360.44671770181,0.422439875067066,43.3998560694459,-6.31059674733291,-6.35184910466431
1190,1200,1179.1,1193.6,750,625600,"-0.21%","-3.78%","-6.01%","03/29/2001","","","","","",1210.1075,1195.68250601422,1082.17352767443,1210.1075,1338.04147232557,0.435484298267582,43.0221177238248,-5.12344472167395,-6.34347488027202
1176,1176,1145,1148.45,470,740000,"-3.78%","-2.32%","-2.36%","03/30/2001","","","","","",1199.19,1189.38483854566,1090.83800140284,1199.19,1307.54199859716,0.265855726442836,36.7936884077132,-4.59606328492904,-6.2193256963826
1115,1129,1101.1,1121.85,1224,726800,"-2.32%","-0.05%","-1.63%","04/02/2001","","","","","",1189.6075,1180.38019340624,1089.82875339031,1189.6075,1289.38624660969,0.160461259024163,33.6983772770433,-4.31595326493364,-5.99520950040973
